Time[s],CH1[C],CH2[C],CH3[C],CH4[C],CH5[C],CH6[C],CH7[C],CH8[C]
12150,21.3,24.6,28.1,31.4,34.9,38,42.2,46.1
12160,21.2,24.6,28.1,31.4,34.9,38,42.2,46.1
12170,21.2,24.6,28.1,31.4,34.9,38,42.2,46.1
12180,21.2,24.6,28.1,31.4,34.9,38,42.2,46.2
12190,21.2,24.6,28.1,31.4,34.9,38,42.2,46.1
12200,21.2,24.6,28.1,31.4,34.9,38,42.2,46.1
12210,21.3,24.6,28.1,31.4,34.9,38,42.2,46.2
12220,21.2,24.6,28.1,31.4,34.9,38,42.2,46.2
12230,21.2,24.6,28.1,31.4,34.9,38,42.2,46.1
12240,21.2,24.6,28.1,31.4,34.9,38,42.2,46.2
12250,21.2,24.6,28.1,31.4,34.9,38,42.2,46.2
12260,21.3,24.6,28.1,31.5,34.9,38,42.2,46.2
12270,21.2,24.6,28.1,31.4,34.9,38,42.2,46.2
12280,21.3,24.6,28.1,31.4,34.9,38,42.2,46.2
12290,21.2,24.6,28.1,31.4,34.9,38,42.2,46.2
12300,21.2,24.6,28.1,31.4,34.9,38,42.2,46.2
12310,21.3,24.6,28.1,31.5,34.9,38,42.2,46.2
12320,21.3,24.6,28.1,31.5,34.9,38,42.2,46.2
12330,21.3,24.6,28.1,31.4,34.9,38,42.2,46.2
12340,21.3,24.6,28.1,31.5,34.9,38,42.2,46.2
12350,21.2,24.6,28.1,31.4,34.9,38,42.2,46.2
12360,21.3,24.6,28.1,31.4,34.9,38,42.2,46.2
12370,21.3,24.6,28.1,31.4,34.9,38,42.2,46.2
12380,21.3,24.6,28.1,31.4,34.9,38,42.2,46.2
12390,21.3,24.6,28.1,31.5,34.9,38,42.2,46.2
12400,21.3,24.6,28.1,31.5,34.9,38,42.2,46.2
12410,21.3,24.6,28.1,31.4,34.9,38,42.2,46.2
12420,21.3,24.6,28.1,31.4,34.9,38,42.2,46.2
12430,21.3,24.6,28.1,31.5,34.9,38,42.2,46.2
12440,21.3,24.6,28.1,31.5,34.9,38,42.2,46.2
12450,21.3,24.6,28.1,31.5,34.9,38,42.2,46.2
12460,21.3,24.6,28.1,31.5,34.9,38,42.2,46.2
12470,21.3,24.6,28.1,31.5,34.9,38,42.2,46.2
12480,21.3,24.6,28.1,31.5,34.9,38,42.2,46.2
12490,21.3,24.6,28.1,31.5,34.9,38,42.2,46.2
12500,21.3,24.6,28.1,31.5,34.9,38,42.2,46.2
12510,21.3,24.6,28.1,31.4,34.9,38,42.2,46.2
